20 10000
-228 125 0
-55 83 23
262 -74 0
239 -34 27
53 -17 13
95 -82 10
-175 8 0
120 -17 9
-73 -58 0
15 40 3
-1 -145 0
-7 179 10
-77 129 0
-19 112 0
45 -160 3
148 -140 41
120 71 9
203 -125 3
153 -67 0
72 161 10
-82 40 1474 2230
10 -18 4022 1194
-106 116 8733 1
105 -67 0 1
-163 -88 0 1
-141 -74 1505 1
173 69 9546 258
71 -103 7013 1
51 -87 1653 1
61 142 11038 517
-44 -44 5516 991
-32 89 10958 653
-114 -47 3489 2104
172 -157 7170 330
-82 108 10676 237
-13 -26 6310 142
-123 -26 2345 991
-94 67 12928 1
-156 167 0 1555
-24 6 0 1
-59 32 4205 679
10 87 6984 1
-30 -34 3943 1
-197 -110 9587 7
-214 90 981 75
-114 63 2531 278
-113 153 0 1
50 102 6586 1
7 -77 0 278
-28 51 513 1744
60 -85 1649 225
-10 -65 7447 1
4 34 0 999
86 5 0 1
99 141 0 2189
-170 -234 21917 1451
147 -87 0 1
-117 -113 7351 1212
-132 8 11865 175
-28 75 1377 1
30 210 5689 1
77 -10 15485 1
25 82 6874 1427
-8 -69 3401 1
-13 61 9912 2048
-113 4 8121 1
-77 -73 8393 1
122 14 2697 674
77 -94 3327 650
-112 -10 6046 374
-3 84 371 1028
57 22 1184 917
-121 -135 3694 1
-94 -10 0 838
83 118 16757 31
68 -40 294 941
90 -134 0 1
-87 -74 4423 448
-69 23 40 8
63 114 5638 1
67 101 5822 636
99 -15 3751 1
13 -162 0 1097
11 67 1687 1
14 116 1728 1054
56 53 0 1
-150 -24 3024 1
62 -71 6373 614
-28 -242 5443 1
-67 -54 12424 1
-94 124 6507 1
11 -95 1583 1616
93 211 4877 1853
206 121 4126 1244
109 41 10459 1
1 9 10124 814
-55 47 12668 1
-18 115 7557 587
50 64 0 41
66 -147 4763 1
-44 125 6187 854
89 86 12822 1
118 102 0 1
100 65 9415 1363
39 -2 0 1
69 -67 4767 1002
12 180 6258 856
-109 15 389 662
63 -58 10068 578
-14 -62 3350 61
-155 -239 2794 1567
37 -35 0 127
112 30 0 454
-116 -32 9183 1112
-54 78 0 1
76 41 0 893
9 -224 3732 202
-205 -153 704 1
142 -104 0 742
37 30 7683 1
44 -61 12214 1039
57 -102 6110 1
-14 68 9418 1
-95 -23 3037 343
-55 64 5122 702
-86 106 5007 848
-35 -9 0 939
34 65 0 703
-106 74 0 2624
107 132 15511 2139
-139 19 7562 1
-31 -103 0 2270
32 -104 6849 192
155 196 1 1
51 72 14566 275
-69 -46 6624 1
66 -125 5040 1
-92 145 1831 1
-121 77 0 76
-71 47 1212 1
3 64 3113 1
172 -89 5522 1215
-43 -122 15234 1
98 47 6838 1
198 44 8274 426
61 -20 0 1186
50 33 0 1
116 -113 2363 300
-38 -72 10443 1303
-30 -56 5896 1
65 -25 13106 1
-117 12 7745 1
-34 47 5443 1
-11 -11 4136 1247
19 99 5047 741
160 66 1073 9
80 182 3116 1
-172 -23 2042 1
9 39 2924 1
-153 168 9126 447
25 129 0 1
84 117 0 821
75 -242 0 671
73 195 8012 1
46 42 12475 1
46 -44 9728 1341
86 23 1061 1
-57 -22 0 170
61 -223 6064 1125
175 -72 8050 1249
18 -48 0 526
162 -126 4539 1
-100 173 9927 1
-109 -62 5026 1
32 155 424 57
-24 12 3938 1
69 25 6403 1554
186 13 14899 235
-18 -141 3964 1
-116 -105 12040 1
-69 71 1928 1941
173 37 3512 1003
-208 -43 5971 1
-113 27 0 1
-15 195 5979 1515
90 -158 10361 1
51 41 0 213
-57 27 9896 1
8 182 7116 1
-27 -137 7139 603
-81 20 1852 88
252 43 516 2266
56 126 0 1
70 -143 9734 583
83 -39 324 473
83 -72 11661 832
49 36 9069 1956
-69 -4 11865 1
-112 -6 2167 561
69 15 11734 1663
155 -22 0 144
188 -141 229 1543
9 -110 5089 1
-108 -109 4949 785
245 75 10818 244
-174 141 5237 1
106 -72 2044 1
-25 0 8788 1
-105 -112 0 3
39 -83 0 877
186 -149 17362 1
-149 -63 0 1
-62 92 0 697
-88 -35 0 1595
-251 -85 10715 702
-80 107 15891 1
33 17 329 1319
28 -12 4120 403
-173 -97 1933 59
15 112 546 1
-23 -80 4477 159
68 14 3112 1
-14 104 0 1610
110 225 0 586
129 14 0 578
-78 -77 12433 1198
-141 39 0 1
-68 42 8578 279
118 51 8982 914
-25 138 0 122
70 -134 8721 1027
-8 8 0 320
-114 155 4902 95
161 -78 0 930
25 142 2466 1
48 109 8355 1
-136 -9 8513 988
102 28 7113 1
72 78 2819 346
146 -68 3421 1
235 48 104 1
265 4 5149 882
63 55 6055 1
2 188 12795 1
-61 147 4514 1
-15 43 0 744
-15 -12 3044 1
-28 -92 4877 195
224 95 0 725
28 -189 6288 1497
49 -30 0 910
-175 64 676 1843
54 -59 3598 1680
82 176 3562 1
62 135 4903 285
66 -49 13125 1923
-80 -157 0 163
15 -124 0 946
118 -36 839 425
-70 30 3180 1192
-32 -69 12965 1367
-113 -3 12857 1
-106 -23 9338 180
24 -108 0 1
-171 -76 8235 1
173 -80 7340 1
0 -50 0 2117
-96 -8 2253 1
0 -192 12330 336
-144 102 7598 441
-55 165 0 418
-36 -145 6226 1
35 -33 5510 1
-175 -135 1133 1
46 -117 0 1
134 -72 4520 1784
-41 -19 8102 1
-88 20 1136 1352
69 43 4201 1196
61 100 3335 1
-199 -4 0 1
-73 161 5565 353
-92 77 18996 197
-53 140 4022 1
87 -8 0 122
16 244 0 1317
-122 -38 16057 550
76 -103 3534 1
-18 -76 4677 1412
-81 -108 11890 1898
-27 32 7038 1
18 -98 7569 548
-184 161 2823 1
-32 -174 11268 1582
109 -115 10555 1
69 95 4466 2418
-103 61 7348 1831
-26 174 9815 1
11 -14 1881 1
-146 -33 3406 408
188 -127 3195 1
-36 -11 11690 237
-3 3 12382 1311
-141 -58 0 174
-237 15 1695 1
116 26 11631 822
-99 -103 1277 1
-16 -34 1990 1
0 -97 4575 1
-18 16 8794 1
2 -17 3713 1
20 -136 12199 1
-290 8 2254 1261
51 -73 0 778
73 -9 1405 206
46 46 10234 565
-5 25 5411 1
132 87 0 1
-5 78 3545 1700
-91 51 1608 1025
-46 -61 8004 651
-194 54 3845 1
188 70 10267 1
53 -27 727 1
-35 113 12036 1
-42 85 0 1
19 -9 6510 1
22 147 0 1
-39 -126 8427 93
-96 9 692 1
-4 -35 3276 1
-22 191 7372 851
-242 39 6839 339
79 -10 4897 2096
-150 -65 8968 925
23 -107 0 1
-119 108 11908 681
11 -68 8442 1
-83 121 0 119
-26 -55 7572 1
-61 -34 8813 1
-83 9 0 1880
7 -8 12092 1
4 -117 0 1216
-139 69 1340 392
-3 -193 2758 537
171 27 3654 1230
47 -58 6330 2568
-31 -108 4736 1
-106 -71 3339 1183
-140 -106 10731 714
181 -15 2608 1
6 33 4145 592
62 19 6450 783
-78 -18 11656 1
0 -56 8515 1
-18 -85 0 1
25 -43 6148 1
218 -46 4371 1
134 20 22 1957
3 95 5500 937
-73 -8 2985 1093
-181 51 11929 1581
-61 93 0 1831
175 -65 11793 1
129 -81 1483 107
-23 -114 5903 323
72 -3 0 2087
194 -170 6728 126
121 -9 2476 1
45 18 10367 38
-73 -145 8605 1281
7 11 8955 559
99 -117 1958 760
-35 102 4794 206
-27 -21 7755 888
-8 -79 0 1
185 71 7072 1
-6 90 6173 1902
-108 39 2027 100
-118 -76 1072 606
-63 171 8436 1
79 64 11825 1
167 -31 5079 318
155 55 2313 1
-37 16 0 1042
119 -1 1480 5
-89 30 9556 1416
117 75 6982 302
72 -1 4657 234
-185 -56 8922 189
-141 -32 0 1345
-73 -21 0 95
-87 144 3016 1
-67 -97 7167 2026
156 166 5851 711
-15 95 10024 1235
-38 -119 5694 328
80 -79 5445 3345
-5 76 9229 29
-72 10 1860 211
-107 -56 0 1
-155 99 3029 1
-157 94 4766 419
-66 48 4615 1
43 -157 3622 1
150 -109 2985 1
-20 18 9352 654
-50 209 4715 1
-2 79 8273 149
-159 -115 6369 108
80 9 1740 699
135 146 835 786
-123 186 2095 1
14 -27 14671 635
62 48 0 1
-3 21 337 1
-204 66 3644 1
-3 -85 5341 1
-177 28 7765 1
104 -94 8544 1
114 -59 0 1
98 35 1472 660
81 -98 4683 1
-133 115 0 1003
80 8 4270 1
22 -86 0 1
251 -57 1303 1
-161 -42 5438 1
23 88 8369 1829
25 -124 3313 1
-17 143 7390 1
85 111 1369 1
-14 -171 8849 1
115 206 10962 1718
150 -23 6979 950
166 87 0 1
215 112 9490 807
-90 144 8384 237
-22 -99 0 957
-198 25 3499 433
-69 -104 9847 1
-10 -56 11321 213
-77 -38 6030 1
148 103 5348 205
105 -246 5211 396
253 88 704 875
311 43 6858 1553
-36 29 3939 1
2 -78 4641 1
155 88 0 1309
121 -103 7462 1094
109 10 8076 1
17 74 9086 1
119 -122 10559 446
72 -18 1035 1
-89 -55 8342 1
111 186 15707 1
1 85 9224 564
3 -3 9844 1
15 56 0 627
45 -110 7479 1
15 33 8808 1
34 39 7438 1
-14 -7 2972 696
-85 121 1825 752
-85 81 7138 2630
-33 189 2572 1
45 -31 9355 937
24 -77 5306 1807
79 -98 6017 1
-77 -47 4056 1
-67 -158 0 1
89 -97 5464 168
-11 -110 5618 446
20 -109 7871 89
-50 -76 382 1
-170 -117 5668 1
-42 -49 0 315
111 123 2382 1
-54 89 7336 220
-150 21 6576 1
-103 79 3602 1
171 -154 3206 1381
-14 -181 3299 644
91 -122 8110 1
-22 10 11115 1
-84 178 17328 1
-26 59 4513 1
87 -140 9939 1
9 7 422 1
17 62 3680 432
-60 56 4909 1
-67 -29 4172 138
-21 -3 15157 1
98 223 10116 992
53 -32 4414 1
42 150 6938 1434
75 -134 13795 105
-174 -26 5754 1
-14 25 12280 1
18 77 3852 1
172 -209 4978 1
49 -195 8783 861
120 68 8457 125
-236 -23 3873 43
56 -6 6196 1261
55 -55 0 430
77 -27 8381 251
40 122 9881 1
-92 -74 2668 1669
83 -157 0 1
-226 9 0 167
-52 123 8286 1
-40 79 5564 1
-26 -64 3321 1
6 -3 787 1
28 -63 14115 662
49 232 10195 2310
63 -210 8329 269
23 -7 0 1
32 4 11455 1
-170 10 6232 1
-20 31 4616 1410
35 126 11981 92
150 99 4341 331
220 -4 10725 318
26 33 2293 1303
-18 -46 6855 46
75 -23 18833 1
19 -197 10114 1513
-31 173 3735 383
27 -143 19617 1041
205 -25 4948 1
5 38 0 1
8 -156 5194 1
-69 -73 4518 1
60 -134 10198 668
-12 209 5410 1
-117 -30 5081 710
-208 135 304 1
85 42 14205 611
49 54 6586 1293
162 -11 5421 1
106 -24 3877 1
-67 115 2916 1074
-162 85 0 1
-135 -71 2228 801
-77 109 5867 1
-177 112 9237 1
56 83 16770 1534
43 29 5161 1
98 10 0 692
-66 -12 14524 942
153 -66 3260 740
65 9 8770 1
105 -157 0 1
99 49 9157 795
-228 164 8005 1
-170 -48 2549 1890
-21 -108 0 360
3 255 5952 153
-242 142 7600 340
45 90 4162 861
92 55 3041 652
41 -98 3406 1
77 95 9458 1182
181 -29 5767 299
-8 -161 5005 1513
-29 202 9063 192
-20 -65 3786 1
29 -105 5096 1638
25 -58 31 177
-15 43 6776 614
-51 150 8236 1
97 -275 5517 1
-134 101 3805 1
70 29 10256 1402
83 22 9676 1
-14 50 12334 1
64 126 9620 1261
10 12 9547 1003
113 -108 9515 386
-16 24 4040 747
39 -57 5807 261
26 -89 5364 1
-96 237 1976 1
18 63 4302 1
279 142 2617 1
-85 -62 4548 890
31 5 18976 286
-14 100 5220 716
36 110 11091 1
-133 -39 220 1589
-33 36 7016 493
-62 -47 11747 157
82 129 5751 1
76 66 13840 511
142 -155 10441 772
0 106 6070 123
-30 -32 3895 989
150 192 7529 1
25 -153 0 85
-73 -46 0 7
30 12 4449 264
-102 -10 6128 797
168 -41 0 1
-118 -102 4746 1283
-77 -55 4637 1
68 124 3962 1
3 -61 0 1
216 -28 1630 1
-47 72 3282 1
-33 101 9373 69
-51 -103 2898 696
11 166 7725 1
91 -15 7542 1640
62 -59 9374 382
99 -149 9614 930
4 160 5137 91
-34 -25 886 499
210 125 3540 484
-9 75 0 34
-56 -16 13134 1
-25 145 6388 484
-54 -11 12906 629
-1 -48 0 1
-57 30 1485 1
57 -134 2512 797
-156 -12 4389 825
124 -67 6321 1855
-187 90 839 740
-15 -48 825 959
-50 70 8290 158
-72 59 6998 1
79 88 4359 1
-134 -4 3256 664
-134 -105 8256 668
-123 2 7962 3636
-134 145 3505 1
-65 -87 4377 1
70 45 6464 430
16 4 10462 1
-31 59 2467 1
-9 -52 8381 1
238 -48 9368 1
3 71 0 1
35 -179 7876 1
-72 -95 7544 1256
-24 -305 0 1
-118 -82 14240 65
77 78 6525 1
111 175 9855 1
-32 -27 5176 643
108 47 3155 1
156 104 1487 1
-9 -128 12541 1
141 13 12266 1994
-46 -80 14963 1
120 -48 292 466
-78 -115 18429 452
55 72 1187 1
128 -272 3084 1110
-67 50 2915 1
-42 34 8065 658
-150 -71 3788 830
1 -14 5419 1
-20 62 5746 407
17 -92 2404 419
265 -31 7330 815
-4 122 6691 1
-61 38 8447 181
158 6 0 467
116 -63 6347 1096
109 -37 9343 179
14 212 9329 1028
84 37 12952 247
-6 89 0 1170
136 -97 2834 589
58 29 5450 191
135 135 5893 1
51 -11 1794 1
-57 217 12888 1
9 -44 9910 1927
-105 82 3163 1
-22 110 2865 1
75 -54 11658 1
68 85 0 1
-72 29 7792 1
136 186 0 1
17 71 701 1
58 -29 2497 1995
100 127 8124 762
-187 -14 370 914
184 -7 135 122
-53 151 5549 1569
52 37 4140 179
-90 -119 712 1347
125 -102 8848 1508
-32 -90 8359 1
59 -2 2395 1
133 -164 3159 1
28 69 6806 1
56 105 13987 242
93 -49 0 329
17 95 0 1465
-142 -27 0 843
-45 -26 7077 1
14 59 2804 262
78 40 4645 442
-2 81 8750 1
114 9 3546 1
44 177 2760 1
64 -210 3003 2212
-20 74 6394 379
107 -171 7687 1
-215 -93 4430 595
-37 140 6949 1
-23 -162 4779 836
-6 5 5774 100
48 160 15128 55
124 132 7007 616
132 180 0 511
-45 74 9615 689
151 -83 8349 1
-292 57 7610 929
8 21 337 1504
200 -68 0 992
-96 -3 10532 182
-103 -42 4668 1
31 33 1933 1
58 12 0 1
-75 121 0 1
186 100 4575 600
-83 -93 36 267
-128 -23 0 1
275 18 2962 1574
39 141 2559 1
-93 -103 0 1
97 -151 3269 1289
-96 -193 0 1
0 104 4957 658
-12 -129 6012 381
-4 -75 4451 1
-40 158 8919 1
122 -137 6991 62
125 -6 1831 946
-118 113 2604 804
-152 -108 5499 1
-39 -76 3314 1
-11 8 0 1
169 47 7354 1
-94 41 10710 1
216 -22 5125 1
-71 66 7881 1
295 -108 9373 543
-128 90 5307 1098
8 162 4848 1494
58 49 13159 1
38 97 3405 1021
-44 -242 1689 1
150 152 6856 1
88 -53 4943 720
-10 5 0 1
10 28 9984 246
171 2 0 1168
-42 75 5058 1
108 -186 11374 1
54 -35 7465 1047
-48 51 3321 1
56 39 365 1
-34 98 5438 1
-47 -126 756 304
51 139 14604 1
-69 191 8411 1
5 63 8428 1
106 -12 0 1
-117 22 1777 1
-49 71 4544 93
-6 4 4889 1085
-16 -71 6902 859
64 71 0 231
-131 120 9193 1
-105 -124 15183 1
-67 113 5968 63
62 -17 0 1
-101 -69 9204 1
23 -32 4540 1
38 214 16987 746
-229 -67 13572 1
-37 51 15193 41
-15 28 0 1122
-30 68 6272 1
-150 -55 8803 241
166 136 5357 1
-61 -23 465 1
5 -89 244 1020
118 28 9496 460
42 -20 1476 734
30 -151 0 1
-149 -43 3855 1
-21 76 5665 923
68 113 6354 1341
103 -12 9263 1
-136 -54 2495 230
-104 -67 3235 1
-26 -53 1259 1
129 3 13956 1
-33 11 4883 186
-94 94 8235 1
122 -197 14036 1589
44 -133 0 1
-112 -22 539 1
66 68 15048 1269
-102 11 0 591
53 43 11958 1099
23 44 737 212
304 22 6738 705
-26 -89 4680 31
-13 70 3587 366
18 124 3799 184
-41 0 8288 1
-65 -83 6829 1
-5 -26 12748 1
-80 -63 7602 1024
-18 143 2172 1
-112 7 2472 802
-179 -96 2034 1
82 143 9130 1
67 121 8913 1
56 -103 0 1262
12 164 9179 1
66 94 10359 1
16 2 5174 1
222 38 0 1
-81 108 4464 468
-41 -9 2026 706
51 30 2322 6
-42 3 15650 1
-108 82 10246 1
98 118 10980 1266
-8 39 2833 1
6 170 13517 1
142 -104 11220 1156
-8 -11 12445 1105
136 -158 308 685
50 -43 7405 370
3 141 5497 289
19 174 12468 1
172 -26 348 1
-120 -173 0 43
5 -27 7440 454
-210 144 5274 391
41 -62 2132 269
36 113 0 1
-73 31 5156 1011
60 56 9737 1
-15 52 14155 87
-63 -9 2128 1010
-117 275 6077 1
-125 48 8276 1124
63 212 0 1
14 -14 2685 1
-28 -123 8683 1
-84 71 2221 104
25 -79 8892 542
33 -3 4622 361
140 -209 1556 81
52 195 2497 1
-81 -79 0 1
-17 125 11730 2348
-239 -157 3414 1479
-18 144 1370 406
146 62 4589 577
114 -70 3603 1
-57 140 0 1807
-90 -29 13275 712
41 -84 4307 149
55 -286 11541 1799
13 -12 0 1
8 65 1037 1
7 46 0 1
-29 45 2204 1
220 -59 11045 1
35 132 7175 1
207 -154 4871 1
101 -195 4765 574
-79 -33 10478 1442
61 138 13611 749
94 -111 3424 553
46 105 465 972
134 60 12849 1
32 -16 4484 385
-37 -50 1631 744
18 -172 0 1082
-86 158 7297 1
-69 -93 0 1061
-26 -97 0 1
0 93 6076 1
-53 72 0 197
-37 -130 8736 1
15 -20 286 1175
76 2 3969 1008
-13 90 7784 952
117 -54 1298 472
73 -2 7361 98
52 109 0 1
91 68 869 1
-20 144 7282 1448
-60 -141 8178 1
45 -133 4626 1
7 89 387 1
0 -232 3198 1138
49 84 9636 14
49 -81 3104 955
97 -182 4030 1151
-126 -173 0 1
-150 58 7597 1
123 -99 14702 3271
66 -74 7507 1
53 -11 2611 1
62 -61 10148 1061
-10 -98 0 157
-139 -13 10579 1266
-22 -144 2158 1
-27 72 14121 1
95 -192 5803 582
-57 -26 3300 1
-46 -9 4962 1
-21 24 1528 2357
-84 -13 3348 705
155 -104 0 1
86 174 3364 273
-79 40 3482 152
88 -9 1740 1139
62 -15 1872 148
22 116 0 1
0 112 0 346
-124 -54 4521 395
-77 65 6928 1
17 214 10889 1
-122 1 2299 1318
190 41 2889 1
94 250 11588 895
-5 94 3614 1
268 -50 4357 1
-14 -108 11365 1
77 -62 0 369
5 146 0 2204
-133 55 202 1166
-13 28 5290 25
-5 -94 10982 124
-17 21 7244 469
95 -103 4255 1
-10 -130 2588 580
-62 103 13246 1
-49 -89 6651 1
-122 -130 5067 899
-17 -190 3440 383
-2 -64 3085 1
-45 46 12664 1652
76 86 235 907
27 -63 3146 360
-34 -16 11882 1
-61 16 15561 1158
-126 -78 0 207
254 109 11203 1
-70 146 10960 1
131 86 0 29
-12 121 2233 1
71 18 859 1
-44 -7 8449 637
16 37 2460 618
-141 40 8083 831
-16 -52 1101 1
105 -47 3584 1
35 -9 6849 207
187 -218 3432 1
58 -20 9783 526
68 55 8810 1
177 -134 15599 1
-97 13 13428 398
20 41 766 782
34 50 16512 480
-118 -66 4344 799
-91 54 8498 1308
-123 53 5051 1
17 -6 0 1
-154 -47 2609 1
18 0 5088 1
14 -1 0 1260
9 148 11191 1
-38 -5 12310 1
-231 52 0 1374
27 -149 3097 171
-49 44 3822 1
125 -57 5454 898
45 32 10221 1
42 104 4868 29
20 -25 11396 1459
-8 -96 973 1686
60 -68 12436 1
-67 11 10437 759
129 75 0 1
-42 -105 0 1356
-120 -37 5949 1
-34 51 8786 575
-112 170 4475 839
-202 322 0 1
182 139 7814 1
112 -19 9428 1
-116 -126 10118 618
146 -99 0 1275
-119 77 6126 1
137 -54 10351 582
111 38 5805 51
41 3 0 1
-41 -15 7072 1
-86 56 7926 1109
41 11 5394 630
-119 33 7971 1
-19 -15 10221 1
-70 32 13235 1
-199 126 9618 2196
56 152 7966 1
-64 -22 0 1
63 153 11241 1
-70 44 0 872
-88 19 15018 1
32 -157 0 439
-39 -27 6985 1
-244 -53 5925 992
-27 -26 15062 1168
46 0 8548 1
-83 109 5233 1
98 79 4823 1292
17 6 892 184
105 21 7749 2005
-27 201 7497 1
93 -20 7917 1
-64 -34 1997 1
67 -83 4098 1005
-156 19 7249 219
-5 -104 11341 1
-76 -146 13558 187
-62 -110 2745 459
-94 -9 0 1
54 -81 7469 345
20 97 12158 739
-115 -2 0 1
127 -41 3871 1764
-44 -144 3098 559
16 155 12494 1
62 154 2494 390
-11 80 4806 1
97 -120 0 1227
-106 87 37 1
17 -58 3693 2366
0 -148 9988 146
-199 -68 8409 1
38 112 0 1079
39 -253 4114 1
-5 98 7934 1790
185 -1 12074 1
-136 -113 8070 1
-122 182 7563 462
40 70 5402 1
-91 -133 4549 1
-20 -115 6109 97
93 48 6995 553
-176 -133 7965 1
154 -18 4240 1584
54 40 4951 1979
84 47 5911 1
225 42 8653 1
-43 -211 8614 1992
35 -89 0 1
15 42 6453 1002
82 -87 8153 536
-26 -4 0 23
-222 -213 7526 419
25 -19 10782 179
-1 13 12831 1
8 106 8129 1
-110 -71 7669 1
-84 -111 4823 1
79 -30 11885 2146
-112 -36 7713 89
-15 57 0 1076
-13 0 13765 1
79 4 13194 765
123 189 9072 1
-20 82 6619 1
114 -224 58 1039
69 33 0 892
-53 -106 7797 1
-59 -216 5378 1
1 -48 2893 1
63 59 7977 1
-85 191 180 1148
-79 -11 6236 327
-7 -37 2248 833
-162 -68 7050 1202
-93 14 6958 1
60 -23 0 1
-233 -15 4827 1
36 -30 0 1
39 -116 6183 1229
81 -166 6950 6
75 -3 5767 1
-149 78 2520 1
-68 -2 5112 795
39 -38 7679 1406
228 4 5216 954
-178 -44 5765 1
-191 19 2090 1
-30 13 6081 1
-143 150 0 290
39 -59 7259 904
37 17 9293 1
-59 -27 11454 823
85 -49 4900 225
135 90 0 1
-145 0 12160 1
8 160 0 1517
154 -43 7664 1
-61 -92 8496 1
-115 145 6402 1
-147 47 2991 1
31 73 4154 1009
-169 76 0 1
-93 -12 9066 225
-62 140 7487 268
183 111 6500 1
72 44 5713 731
-95 33 901 480
-15 53 0 712
-122 138 8021 1
141 38 0 77
27 -51 8385 10
82 72 0 1301
226 100 3075 395
9 90 7742 1
-64 72 0 1
-6 33 5519 1
-133 73 635 1
112 33 10949 1
121 -81 8180 211
27 172 6938 1133
-23 -20 0 746
-145 49 6813 1
-78 107 3105 1
-85 -17 5001 1
231 -46 8487 854
137 -79 8200 1128
35 -17 7770 1397
0 198 3876 579
20 -35 4943 2184
104 -125 0 829
173 83 2731 1
167 -50 0 1543
180 157 3486 1
50 195 6240 2095
44 -93 5160 1
6 34 8160 2017
-48 148 13934 156
-56 33 4406 1
-71 33 8542 1
-91 -5 3234 1203
24 38 3524 265
-14 28 8013 1
-39 36 8019 70
-142 86 588 1
66 54 3188 512
-159 -61 0 1
73 59 8645 898
107 8 4299 1
16 20 4998 901
2 -70 3463 34
0 79 4033 1
-2 -109 11638 240
-299 193 10053 1407
-134 262 0 1
-204 -30 0 365
60 81 0 1
-150 252 0 1
42 -170 0 462
86 50 0 187
44 13 11994 2610
50 -45 9197 292
70 -83 2896 1
120 -48 0 420
-93 75 4621 1689
138 -70 0 97
72 103 0 1
-147 -144 0 1
3 1 0 1
-55 104 9199 1
95 16 15159 1
-37 86 0 2125
-55 -170 0 1
-72 -50 0 1
-45 -54 5798 1
-155 -84 1742 12
-5 40 3021 107
80 74 9990 1608
-55 -29 0 1
-10 -41 1501 122
55 -118 0 1
35 -33 0 1
76 -79 11558 1
164 -146 7950 1850
-20 92 5499 1
172 -4 12020 496
86 -39 7676 1505
-92 129 8011 186
-102 -69 14452 814
-103 -1 6992 40
36 124 7374 1782
51 -55 8854 301
-13 129 0 1
155 70 11971 1
-63 39 2858 1
67 -86 3218 8
-18 166 10999 850
-40 -86 0 1073
-26 43 3783 1016
-33 20 0 1
-52 27 10031 200
-126 35 2632 1
-69 -141 6679 1
-15 2 11537 1498
-50 -24 0 848
77 -79 8175 2980
53 -60 11591 1507
165 -169 2485 1
34 98 5772 1
25 29 0 1
-216 -17 0 1
44 -55 8993 74
76 -42 7726 458
-22 -155 7750 1
-229 -29 10426 319
-57 -76 230 64
59 15 0 756
59 -233 2823 1
21 -96 8000 1556
-41 68 8701 1
110 -75 8403 1
2 34 5641 330
-293 -23 0 1
-126 74 7679 38
83 -26 0 947
202 -47 3493 1822
-68 35 9133 1129
-21 45 3160 1
118 -159 8243 1
206 9 10683 133
229 -57 5743 1
33 -55 15342 284
98 -28 5253 1
21 -20 12128 1
-50 17 1339 391
119 -42 3368 1176
205 -194 11149 1
185 96 2325 834
4 -66 4822 1
19 9 12242 1
74 36 0 1
-40 -93 3864 1
74 -73 541 1
-11 41 0 996
-46 14 0 1
-160 -39 5595 1411
55 25 8611 311
-50 -205 10481 1
-148 39 10798 1
-239 28 4843 1
37 -218 9391 1
124 61 5715 1
-148 -81 5765 1
-83 36 0 316
-18 -17 0 838
30 181 1694 1
19 -36 3560 209
-135 234 9284 1
-136 -191 3222 420
-77 -16 3469 1
-63 -35 1505 1
-3 -160 5814 978
11 91 0 583
145 -1 6009 662
61 -75 8708 112
71 -43 6291 664
-107 84 6551 261
-191 -107 4830 583
2 51 3986 2590
63 -48 9521 690
-208 -104 1746 842
-5 -121 0 1741
37 -79 2715 1199
-157 14 4412 374
154 -12 0 1
4 -58 9071 484
65 102 2021 924
133 -139 3502 1
-90 131 4428 682
56 -230 0 791
58 55 3815 1597
-215 65 5321 1
-36 -138 7856 1
127 -84 0 1
147 -38 14575 1
-106 86 0 1
-32 -39 0 1054
-172 99 9738 548
34 2 1815 841
35 74 1605 1
-58 184 5738 1
-31 40 3835 1362
143 53 4408 1
-45 -82 4393 1
-105 -44 9550 438
-46 -161 0 69
-36 53 6053 167
-23 -150 1537 1
-15 100 9632 1
286 23 7174 1
106 11 12430 1
231 -130 5899 1
113 94 13423 776
-50 -53 0 1
77 -16 11839 830
4 56 4629 223
80 173 4391 1367
110 -33 3735 763
113 -106 0 1577
189 -204 645 735
96 60 5379 1074
90 -124 8567 1
-11 -84 7787 1393
46 -51 0 1
208 66 1403 1
-54 -61 13307 1
-14 -54 7276 378
51 54 7410 27
147 36 0 1
129 -44 7524 586
113 -119 6567 1277
87 -16 6053 309
-8 -10 4317 819
-53 -73 13750 358
-158 30 0 1472
6 23 9902 1344
29 -114 5278 1
23 30 7101 1
-185 29 10638 175
-157 155 13506 1064
8 107 2064 985
-29 -13 13988 167
130 115 368 1
-115 -132 1991 1
146 -86 8156 2051
-126 -136 8531 253
-99 -108 0 1106
5 -167 5351 1013
210 -71 5031 1
-16 -172 8391 1
114 -81 14405 1
49 -45 8628 1
-70 -1 0 1
-56 68 0 1058
-35 61 9770 1255
67 10 5644 1468
-115 -21 10006 122
138 58 295 1
83 -83 3578 1
19 -105 9660 443
-93 -46 0 1
-30 21 4090 98
-117 -133 11834 1
-98 -74 0 1229
15 -112 0 51
-1 -116 1835 514
-42 45 5722 453
-182 -112 2261 494
52 -34 1237 1
-95 89 2388 1
74 -172 4435 1577
79 -32 0 1
-17 -122 5552 1122
-59 42 0 1
-32 22 2408 1
115 -101 4282 1
-11 -82 3933 1
88 -33 0 1
-44 87 2670 817
-62 -91 10734 1
43 -114 9804 1
40 -50 7002 1
-148 -19 2597 1
39 174 8013 165
138 -149 514 1167
127 -28 1315 1
-31 38 7628 1
-61 205 0 1
46 -58 3617 1054
144 -45 8854 1
-150 7 5943 1
62 158 5629 1
27 -53 0 1
137 -11 7742 1
32 25 12549 1
-9 -54 0 1
